,CIK Number,Data Year - Fiscal,SIC_2,BigR,SmallR,RES_periodic,RES_annual,Industry Specialization (sale)_national,Industry Specialization (sale)_city,Office Size_sales,Big4,New Client,Tenure,Same MSA,INTEGRATED AUDIT,Historical is accelerated filer,Busy,WorkloadCompression,HI_pre_sq,Auditor resigned_revised,Log_AuditFee,Log_TaxFee,Log_AuditRelatedFee,Log_OtherFee,NonAuditFeeRatio,Influence,AbnormalLAF,Log Audit Report Lag,Due_to_Auditor,Going concern,SOX404auditorWeak,Disc. Accruals,Abs (Disc. Accruals),Abs(Accruals),Abs(Accruals/CFO),DD Residual,Small Profit,Prior ROA meet,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Common/Ordinary Equity - Total,Cash and Short-Term Investments,Cost of Goods Sold,Common Shares Issued,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Total,Depreciation and Amortization,Income Before Extraordinary Items,Inventories - Total,Investment and Advances - Other,Short-Term Investments - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),Operating Activities - Net Cash Flow,Operating Income Before Depreciation,"Property, Plant and Equipment - Total (Gross)","Property, Plant and Equipment - Total (Net)",Preferred/Preference Stock (Capital) - Total,Retained Earnings,Receivables - Total,Sales/Turnover (Net),Sale of Common and Preferred Stock,Income Taxes Payable,Income Taxes - Total,Working Capital (Balance Sheet),Interest and Related Expense - Total,Price Close - Annual - Calendar
3078,26076,2014,38,0,0,0,0,0.3156986661435696,0.8190042441989264,0.854394884952553,1.0,0.0,0.6842105263157895,1.0,1.0,1.0,0.0,0.1398763882495787,0.24205861903498782,0.0,0.8098094790545736,0.7172211425307105,0.6815920333610623,0.4197967664074361,0.1272798587958423,0.14694371480275292,0.8690323438100482,0.524530556103225,0.0,0.0,0.0,0.49990172392212384,0.012800150527542527,0.00333373441111998,0.016450637725898408,0.04878182045274996,0.0,0.0,0.00451125175636706,9.842582735913934e-05,0.00034947187476413837,0.2880222932543158,0.0021388447378240093,0.0029072479288356923,0.0003911947057192559,0.00029327013408835136,1.1624641762816011e-06,5.6926304832230045e-05,3.0242433674366444e-05,0.004990540256464158,0.486788942237029,0.0006197356433902855,7.847345154622862e-05,0.00010031987205117952,0.002679935326442756,0.000120778305771439,0.22795742218881054,0.2677663844610026,0.17122909720170515,0.0003627171566881117,0.0002538865230262637,0.0017972015005206178,0.25117408853243367,0.0009796001213056113,0.0150317851751789,0.004088875388717785,0.09654920770269311,0.5544551955579962,0.2631876868180517,0.001112220415482559,0.00037175141242937854
3096,26172,2013,35,0,0,0,0,0.3931518107640546,1.0,0.8437547047025915,1.0,0.0,0.5263157894736842,0.0,1.0,1.0,1.0,0.8126108189287403,0.30775111173409275,0.0,0.8493681117897727,0.7616092414601052,0.7042332666496207,0.7246987214434901,0.1607142857142857,0.3637518979721636,0.8348096294749286,0.5053575674368836,0.0,0.0,0.0,0.5052757675415084,0.002187554494684626,0.0036157984979917346,0.012089722191681963,0.008717110018946863,0.0,0.0,0.05091889137862992,0.0048892615236785335,0.004308551749720184,0.3017897631930063,0.021298126828650985,0.033481613839760456,0.002433608974125219,0.0020296495897562557,0.0001404041989114545,0.008221784883626368,0.0004965809569518958,0.018078620979608998,0.49371417372985155,0.038055204820432495,2.4723834765667493e-05,0.00021420003427200548,0.03340805840458667,0.002009918882276431,0.23837530678576957,0.29053726729567003,0.19269404465453932,0.013432804543263689,0.012490699257523706,0.0017972015005206178,0.2639085341504103,0.0066885239638280036,0.045763433837291013,0.0040832484731389476,0.1026788886520287,0.5606931478430655,0.2949811267999441,0.0015028865865151307,0.000995550847457627
3097,26172,2014,35,0,0,0,0,0.3725207460502269,1.0,0.8335182596385594,1.0,0.0,0.5789473684210527,0.0,1.0,1.0,1.0,0.7554198401554053,0.32197199037179824,0.0,0.8531676661646272,0.7940121977766728,0.6815920333610623,0.6358159806963661,0.1721311475409836,0.46774660671509644,0.834131871542832,0.5027477691275549,0.0,0.0,0.0,0.5064890974846378,0.00020779328959973255,0.0034257336175129304,0.011310904808876905,0.0019386890749989603,0.0,0.0,0.053370825209116804,0.00590668010664054,0.004615135279982728,0.30227884780669084,0.01789671563323272,0.03717051343399137,0.002433608974125219,0.0019825757319571623,0.00022505967178453737,0.0005042044142283233,0.0004719301080122981,0.019690280989419103,0.4945372593209544,0.045806895008550834,1.9779067812533995e-05,0.0001328040212486434,0.03988533338623604,0.0022517070242825633,0.23961350520706656,0.29257883688205033,0.1963449119993247,0.014926968293551834,0.01458831351813447,0.0017972015005206178,0.26548533851843836,0.007440714270363463,0.04949616777152889,0.0040832484731389476,0.10061820507354509,0.5627311001281348,0.29340336721854965,0.0016840323368640863,0.0010181497175141242
3116,26324,2013,35,0,1,1,0,0.2048075066839322,0.09179034458331542,0.8863875949116719,1.0,0.0,0.5263157894736842,0.0,1.0,1.0,1.0,0.8407915281603441,0.11153547187640084,0.0,0.8076871467244189,0.7109588731225615,0.5718052562878978,0.0,0.09081242024670352,0.049993322333081236,0.8429936991839955,0.5128847812661165,0.0,0.0,0.0,0.5088074735582631,0.004786094186317506,0.0025371529131573405,0.017496518912587865,0.00551382430962807,0.0,0.0,0.007882047789828909,0.0005870285411033968,0.001011688789632796,0.28959887899350883,0.0013104927151191487,0.004251171172903537,0.0005385030384040465,0.0005215236073700015,2.7544000198217694e-06,0.012118057023892783,0.0002847036433360736,0.00818082124588326,0.4871244965949733,0.007225646107372896,8.900580515640298e-06,0.0,0.005302765488920189,0.0005584775611811922,0.22846220915235,0.2691852983921198,0.17366974422825304,0.0021864959450114212,0.0020410894929314355,0.0017972015005206178,0.25230967318163666,0.0014413207984201614,0.01717881937910391,0.005450140797378754,0.09570020606835784,0.5549450485081457,0.26523463348711496,0.0013508690728222872,0.00043947740112994346
3117,26324,2014,35,0,0,0,0,0.2233189963155133,0.08863613224399519,0.8817108397739589,1.0,0.0,0.5789473684210527,0.0,1.0,1.0,1.0,0.7835355556483138,0.11591821110772578,0.0,0.8059513402177805,0.6447256420640579,0.594445917896707,0.0,0.03768318213538032,0.04624427379777542,0.8395799494988524,0.5079156831599688,0.0,0.0,0.0,0.49733171451533853,0.01787537387267451,0.0038225544307010106,0.01939055347785835,0.004894857512860652,0.0,0.0,0.009260034602562538,0.0004781427714607807,0.0009944981713228553,0.2894468903222638,0.003364960028409782,0.003673289836758372,0.0005385030384040465,0.0005244356181082709,2.2072365975933067e-06,0.0030216238635069857,0.00028312212802759944,0.007600203209305585,0.48728111802459456,0.006212060670960731,6.922673734386898e-06,0.0,0.005673745709921242,0.0005630228851743718,0.22828058460654033,0.2702688181964982,0.1740036614189845,0.002076713677989899,0.0018162925261608117,0.0017972015005206178,0.25218773675391026,0.001183159533594252,0.016662248761818956,0.005984548390229085,0.09724095786257372,0.5551527854048447,0.26654205694580363,0.0013419856852251743,0.0004985169491525424
3144,26780,2013,37,0,0,0,0,0.3817336507162127,1.0,0.8346013482676271,1.0,0.0,0.6842105263157895,1.0,1.0,1.0,1.0,1.0,0.4633334501261017,0.0,0.834523689025646,0.0,0.7327578899495958,0.0,0.06578947368421052,0.33103485914204817,0.8552414408568522,0.5128847812661165,0.0,0.0,0.0,0.4959564661801505,0.020591197572647105,0.0057054106149509705,0.024010352290974524,0.0006527613784709838,0.0,0.0,0.018654742849578913,0.0025247053725353506,0.0015004455407601049,0.2883389131271129,0.01021176902028772,0.015149224249906643,0.0017962617817518672,0.001591074498791773,0.00011769175496989569,0.0067010393116796515,0.00046539614805240473,0.013103496601499544,0.4876488168144628,0.010708520466060384,0.00023240404679727444,0.00015708002513280402,0.012577618187950087,0.001089072406902773,0.2292435934287041,0.27309741862557385,0.17727809901658717,0.004865986294767284,0.004848259375939969,0.004450213239384387,0.24681373555218009,0.002426112226793735,0.025397452206433694,0.0040832484731389476,0.09813117316847865,0.5556653853194216,0.2725196887087003,0.0017999656170874178,0.0001385593220338983
3145,26780,2014,37,0,1,1,0,0.3654774229085754,1.0,0.8400737500282045,1.0,0.0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,0.47257991863122806,0.0,0.8352635559441337,0.0,0.7714634371651516,0.0,0.1219512195121951,0.3192576634225097,0.856224613466287,0.5104241235805413,0.0,0.0,0.0,0.5012142028088274,0.010208283171647141,0.003404566482965696,0.015161989831082546,0.001104293081911255,0.0,0.0,0.017411093719211766,0.0024838830219844057,0.0014422297749946025,0.2886315453436689,0.009643621216217858,0.01472214470209409,0.0018354316104042291,0.0018180361778361454,0.0001342098960183021,0.0037002098140949532,0.00047905806433218176,0.011386728330180085,0.4880848562049875,0.010452794604184315,0.00021756974593787395,0.00024133203861312618,0.012508183387227964,0.0010990370091187834,0.22979636058106884,0.2723246210985259,0.17735196049466087,0.004876464301431295,0.00465432900090237,0.0017972015005206178,0.24683239595890233,0.002082253800948954,0.0251040832519331,0.0040832484731389476,0.09791799900518723,0.5533589602782354,0.27116161717028486,0.0019376363873526241,0.00015353107344632768
3221,27904,2013,45,0,0,0,0,0.8641491383521593,1.0,0.9195318491651759,1.0,0.0,0.3684210526315789,1.0,1.0,1.0,1.0,0.9619335948405535,0.24133315329127056,0.0,0.8119070955453008,0.7574899524994021,0.7028195153635909,0.4197967664074361,0.2088850918410936,0.04020241445022902,0.7967939832011167,0.5128847812661165,0.0,0.0,0.0,0.5138394097109256,0.014723100551267182,0.010151300506398316,0.055851261444995366,0.0018179827679153117,0.0,0.0,0.0568836919470259,0.007222415866705605,0.015285880365723727,0.3102474481652165,0.029341903633640115,0.07795394100291629,0.00951860773219643,0.009321094582798466,0.00319419552523559,0.002236390546980466,0.0029090971730525235,0.06201387429051924,0.5380873058644848,0.016989786948391324,0.0,0.0015436682469869196,0.1403773285456385,0.011901545040881246,0.3051274681053353,0.31839258114374036,0.2275250073861478,0.06212619711226136,0.08649294726676904,0.0017972015005206178,0.2458023415078355,0.003842140327668425,0.08523699868891098,0.0040832484731389476,0.14346621189511832,0.4564280920129355,0.22992683722447457,0.007466204688002748,0.00019399717514124293
3320,28561,2013,34,0,0,0,0,0.001766766139526469,0.03412284223203533,0.7428964908864438,0.0,0.0,0.15789473684210525,1.0,0.0,0.0,0.0,0.1229667794985472,0.11153547187640084,0.0,0.6218816721571931,0.0,0.0,0.0,0.0,0.033795437478997506,0.8630613191810992,0.5812882147604324,0.0,0.0,0.0,0.5006874658919538,0.011248476834052338,0.004448923129382421,0.028056140715045974,0.0679550792222705,1.0,0.0,1.8424868158899057e-05,2.417939224940572e-07,1.1903515120594398e-06,0.28642658000933147,2.4594819413024377e-06,5.5984790223877956e-05,1.8533963082294182e-05,1.4910370772643044e-05,3.097151446576202e-08,5.6926304832230045e-05,5.93996359990306e-10,0.003926284072594773,0.48644897359267064,3.0703086291495515e-05,0.0,0.0,8.41153014462277e-06,4.586647784722389e-07,0.22744599464921395,0.26644566195298625,0.16991500654201663,1.2856514176743016e-05,3.4788734624091694e-06,0.0017972015005206178,0.24968574382247236,1.9007729650864303e-06,0.012348819933030815,0.0040832484731389476,0.09564414126341221,0.554213191774971,0.2599061133190869,0.001082737133155763,1.4124293785310734e-05
3321,28561,2014,34,0,0,0,0,0.001452110975555522,0.02807625649913345,0.7386196713277142,0.0,0.0,0.21052631578947367,1.0,0.0,0.0,0.0,0.03968318771944149,0.11591821110772578,0.0,0.6193318193068373,0.0,0.0,0.0,0.0,0.03530784056108494,0.841095756331313,0.5798448408327548,0.0,0.0,0.0,0.5123517781678121,0.01178534385799183,0.0036247631590822188,0.027735847980401497,0.043871658689045204,0.0,0.0,2.2149921478292597e-05,1.161866900296119e-06,1.3688018493305772e-06,0.28642586991577107,3.6481069524486e-06,5.1340300141416454e-05,1.8533963082294182e-05,1.4910370772643044e-05,1.0323838155254007e-06,5.6926304832230045e-05,0.0,0.003926003783897414,0.4864480084268287,3.134240094618569e-05,0.0,0.0,1.544428353204912e-05,7.391390231993523e-07,0.2274445427141604,0.26643878751528294,0.1699129911788292,1.29277646220583e-05,3.3918026817800434e-06,0.0017972015005206178,0.24968509444031844,3.0063733204068036e-06,0.012345461630525347,0.0040832484731389476,0.09564414126341221,0.554213191774971,0.25990560071365326,0.001082918278906112,1.6101694915254237e-05
3355,28823,2013,35,0,0,0,0,0.08741391970237962,0.2816220325143256,0.7680730459436179,1.0,0.0,0.6842105263157895,0.0,1.0,1.0,1.0,1.0,0.25072712112301465,0.0,0.8126333136381519,0.7069478705381085,0.0,0.569326394590207,0.07870461236506379,0.8423176955497936,0.8302619799793974,0.5352127234393281,0.0,0.0,0.0,0.4964392180451291,0.019637865056207023,0.012308429142845377,0.10260187384545354,0.007349172959422118,0.0,0.0,0.009167350324955793,0.0006606909025821707,0.0006387618120958904,0.28764266127513977,0.0035412428358804595,0.005691366154789852,0.000860674331699283,0.0007013785863889093,9.041823933134565e-05,0.0004735536652407983,0.00014263099995723226,0.006413005395557425,0.485558742834746,0.00601694183834929,0.0008787098114065885,0.0003469869195179071,0.008865197294026623,0.000457983668603121,0.22610678724360816,0.2678749682806985,0.17195373105980669,0.0012554621848739496,0.000636784238605601,0.0017972015005206178,0.2509328747849388,0.0011186956303712954,0.01784800940479106,0.004915982183093858,0.09564414126341221,0.5549053023369332,0.2642954604461665,0.0012944530403336085,0.00023312146892655365
3356,28823,2014,35,0,0,0,0,0.09265868902047791,0.2362877101743097,0.7638457375593428,1.0,0.0,0.7368421052631579,0.0,1.0,1.0,1.0,1.0,0.25337832009541583,0.0,0.8078601021898977,0.7046727075053147,0.0,0.0,0.07664155005382131,0.8384434284844746,0.8399554120797563,0.5027477691275549,0.0,0.0,0.0,0.5019848289348446,0.008686460062826936,0.0027197899863386056,0.016163336058176592,0.00021968371421124142,0.0,0.0,0.009757818428653331,0.0008218104398451263,0.0006851720641555291,0.28750931921058875,0.0034289065588836458,0.0059085654665714474,0.0008674617251493849,0.0007075529249467439,5.2806432164124245e-05,0.0013554641120309679,0.00014249794477259444,0.006254922570247356,0.4870090490421831,0.006475825914619528,0.0008121532482174115,0.0001951405152224824,0.01019424881464876,0.0005238001593164048,0.2282885370833057,0.2685979607372719,0.17257897902334024,0.0012843814832666234,0.0006708645336963921,0.0017972015005206178,0.25075236707259274,0.0011412685032845644,0.01822159546775846,0.004810614454201638,0.09564414126341221,0.5548669229361157,0.26407040003195464,0.0013102924247441212,0.00024463276836158193
3384,29002,2013,36,0,0,0,0,0.005638308166712855,0.1423181321865495,0.7227869662245021,0.0,0.0,0.6842105263157895,0.0,1.0,1.0,1.0,0.5969410706252811,0.07320401695946988,0.0,0.7289507835484605,0.0,0.6874195087702806,0.0,0.1870261162594777,0.470885608581359,0.7956183314578386,0.5267388256474432,0.0,0.0,0.0,0.5126605762435217,0.012395154545312898,0.006302680951482877,0.031613494729634053,0.003076569479799927,0.0,0.0,0.0038316535003026404,0.00028014181056545235,0.0003400087411411109,0.2878595324432948,0.001641386481586838,0.0014212780271653928,0.000511035989748715,0.000511035989748715,1.4909687063817837e-05,0.001528877901208464,5.4405017606052106e-05,0.006502943031322262,0.4865784723923375,0.0028832451611872072,0.0,3.27326212372194e-05,0.0015564901700160691,0.0001226762694170532,0.2276408045341647,0.2677096472813675,0.17130652513400582,0.0014846664850478844,0.0012744510583057608,0.0017972015005206178,0.2503983138456486,0.00045911547195762897,0.013928744927081406,0.004214460177123352,0.09572983727705535,0.5543899078650314,0.2631740861310273,0.0011230601771834408,0.00016638418079096043
3385,29002,2014,36,0,0,0,0,0.006814718196881039,0.1706844245206946,0.7278373634041743,0.0,0.0,0.7368421052631579,0.0,1.0,1.0,1.0,0.6283509341998376,0.06373477672047585,0.0,0.7373475006577966,0.0,0.0,0.0,0.0,0.42762873750576597,0.8014806840865436,0.5331457893825043,0.0,0.0,0.0,0.5084067042674179,0.003994659861003684,0.0052610390874882505,0.021911114581400864,0.00359770476053606,0.0,0.0,0.004048083813416771,0.00024929895463380783,0.0003449524005665944,0.28799363780726384,0.0019042968779201675,0.0014920611237209758,0.000520998131748058,0.000520998131748058,3.1714830812940314e-06,5.6926304832230045e-05,4.1872585404796634e-05,0.006613797211127462,0.4867604624957131,0.002909297233365832,0.0,1.674473067915691e-05,0.0014806574483702659,0.00010814231093193063,0.2279145790493879,0.2679908648411728,0.17161804119360147,0.0015669293153670444,0.0012266333686893473,0.0017972015005206178,0.2504723023583022,0.0004495184788085305,0.014051892335909767,0.004370121576233502,0.09623967881759397,0.554461638904143,0.2634694334045655,0.0011140173813260208,0.00019470338983050849
3422,29644,2013,35,0,0,0,0,0.3931518107640546,0.5048546648441983,0.8774655666776773,1.0,0.0,0.5789473684210527,1.0,1.0,1.0,0.0,0.04337292551979544,0.2304789759565999,0.0,0.7725445197135933,0.0,0.6022501046762843,0.0,0.02148289818974336,0.03571332859058984,0.8289873646743172,0.5267388256474432,0.0,0.0,0.0,0.4952428249470245,0.022000487607480176,0.0034547894702050062,0.00904238530909052,0.022809941377514766,0.0,0.0,0.006222153421378073,0.0005855181141330118,0.0005100625512313365,0.2886421599122513,0.0024213263308817453,0.004106364513723344,0.0016600979112157922,0.001599985689547229,0.00022269344807935315,5.6926304832230045e-05,3.052369095082185e-05,0.006176511807161377,0.48766046249571304,0.0037530966803586553,0.0,0.00014244302279088365,0.004725881326006308,0.00019295250577507314,0.2292684826910179,0.27008608041708,0.17434177816232643,0.002148018608939835,0.001659410768280906,0.0017972015005206178,0.25060895251672904,0.001028628601857313,0.01705197011728389,0.004882121098194657,0.09564414126341221,0.5554433339434987,0.2637469926038359,0.0011616804511578379,0.00030692090395480226
3423,29644,2014,35,0,0,0,0,0.3725207460502269,0.5530212965674534,0.8817598815759442,1.0,0.0,0.631578947368421,1.0,1.0,1.0,0.0,0.04639509232483469,0.18136217071645214,0.0,0.7807009537533298,0.571862324244716,0.6288765042589205,0.4645660470547466,0.04263596250750633,0.03722310356457114,0.8310635640190137,0.524530556103225,0.0,0.0,0.0,0.49899700988561674,0.014586768812528836,0.0026065724982032253,0.0075545833605778455,0.00895192901023335,0.0,0.0,0.00722187639411373,0.0006801725843374062,0.0005682358984740449,0.28847291617212506,0.0031668782867724245,0.004113961191180059,0.0016600979112157922,0.001537081878637092,0.00038619620247937295,0.0010734674625506237,7.238617841749865e-05,0.006277170485600169,0.4877234040468375,0.004049275177010245,0.0,0.00018164305706288913,0.006046580832027298,0.0002754708421085333,0.2293631680191036,0.2701081801194953,0.17439752247499263,0.002303459837800457,0.0017875829151297355,0.0017972015005206178,0.2509108611031286,0.0011322422196061387,0.017106818531422034,0.004802149182976837,0.09564414126341221,0.5554393678686924,0.26398978117739474,0.0011565359118479277,0.00027281073446327683
3476,29834,2013,13,0,0,0,0,0.01158810620712847,0.1516446969532503,0.7339616152317392,0.0,0.0,0.5263157894736842,1.0,0.0,0.0,1.0,0.8288243478398175,0.15523322472573903,0.0,0.6427799693889069,0.5625985892285054,0.0,0.0,0.1250462278106509,0.06060007561716001,0.8233969645496685,0.5542442218148624,0.0,0.0,0.0,0.504614991200427,0.0034924475831350594,0.01735969579983317,0.08332258149232713,0.010932134765960584,0.0,0.0,6.79527527203926e-05,2.3008104806674767e-05,3.8732499433932126e-05,0.28647734453657697,2.309969361284052e-05,9.72299975538752e-05,0.00012608130704003665,0.00012536972546865502,0.0,5.6926304832230045e-05,1.409256364077001e-05,0.004842337607735969,0.4863844348635539,0.0,0.0,4.0412406465985033e-07,9.744678318487511e-05,1.9670417850940104e-05,0.22734890662657262,0.2665930240605319,0.16999518845228548,0.0005258492424401182,0.0004765621289597417,0.0020680083869403358,0.24965546171444353,1.2204586211754705e-05,0.012401051187285388,0.0040832484731389476,0.09564414126341221,0.5541319177497102,0.2599022987357952,0.0010926784119349138,1.6242937853107344e-05
3490,29905,2013,35,0,0,0,0,0.3931518107640546,0.2250642697574819,0.912748642967924,1.0,0.0,0.631578947368421,1.0,1.0,1.0,1.0,0.9367400061565772,0.17853722882623224,0.0,0.8679256544319479,0.7538052594961717,0.4756144847870027,0.5028398149629865,0.06197301854974705,0.11762635544902826,0.8661968949113504,0.4945862792813835,0.0,0.0,0.0,0.5047001412702103,0.003324294260091493,0.001726053266268009,0.007526953655232336,0.00802273485411682,0.0,0.0,0.01909775306728818,0.002174779323793464,0.0031706154898403253,0.29742564686044515,0.0060095833975489866,0.013268253812958862,0.002795092412387094,0.0018600413853652436,0.00048536699179874295,0.0033405656848234473,0.0007730339908477041,0.018695816691191927,0.4911802704424085,0.014816085156712006,0.0,0.0,0.01602535362152082,0.001600425312668702,0.23483854777013732,0.2797586680200235,0.18912061579369435,0.0064273329281837425,0.0046819621004638495,0.0017972015005206178,0.26465543372383343,0.0032454050723893626,0.02918193681025726,0.0044626420111492605,0.09726362538193704,0.5575276954054549,0.27070614394226866,0.0019857994194554043,0.0006817796610169492
3491,29905,2014,35,0,0,0,0,0.3725207460502269,0.1691900344839312,0.9188551123561437,1.0,0.0,0.6842105263157895,1.0,1.0,1.0,1.0,0.9446822255043614,0.1669297124878083,0.0,0.850249885620564,0.7603829065428056,0.0,0.5028398149629865,0.09359886201991466,0.07376812960264738,0.8497959546028622,0.4917470304275525,0.0,0.0,0.0,0.5008228009775534,0.010981218751635706,0.001662961275750029,0.0075452321629449065,0.009608379112783073,0.0,0.0,0.017074082487097395,0.0019322537391703015,0.0026593151953680145,0.2939945423068423,0.00509530649510756,0.011921039387125685,0.002801365277624043,0.001784559001754837,0.0016141465489473814,0.002102207114161638,0.000670159167264623,0.014686707308527783,0.49026083974327567,0.01380499304745313,0.0,0.0,0.020228876941694608,0.0015795828817512377,0.23315891687119053,0.2776987243073658,0.18649056683408602,0.0048014166265009746,0.003312920512292811,0.0017972015005206178,0.2625908313957611,0.0028338375794277147,0.02729610519901899,0.005095943890190494,0.09643082498401193,0.558070254438953,0.2655993023240332,0.0020368245544136977,0.0005064971751412429
3517,29989,2013,73,0,0,0,0,0.1919959089885414,0.2870649217772409,0.9553700575921239,1.0,0.0,0.5789473684210527,1.0,1.0,1.0,1.0,0.8661936263560879,0.11153547187640084,0.0,0.8904524517438911,0.730164850464379,0.8147115997927825,0.0,0.1180217503883998,0.07249131200154436,0.8530662895549896,0.4888439729171549,0.0,0.0,0.0,0.5077132814287613,0.0026252968658700177,0.003252436703056631,0.018842727978757367,0.00134121946775901,0.0,0.0,0.06867949765604851,0.026248457386176295,0.0064647876528748935,0.2937524044954857,0.0203988086598404,0.03322536611107292,0.004348310771581363,0.002820052504429404,5.8845877484947845e-05,5.6926304832230045e-05,0.0012077727987682891,0.01390231938897064,0.4913041987163784,0.020585931881023544,0.00013400318442991781,2.5989604158336665e-05,0.12178566468942806,0.00522520294084719,0.23474989128912668,0.28730766569009664,0.19261490735660322,0.004123095622288816,0.0029184542561780675,0.0017972015005206178,0.26605000242585286,0.01583802357818123,0.04048182762682465,0.006687564267592204,0.11648546862786896,0.5611105009457563,0.2557275335689987,0.002511506124458115,0.0005252118644067797
3518,29989,2014,73,0,0,0,0,0.1835141490033495,0.2791989752576858,0.9589541515606534,1.0,0.0,0.631578947368421,1.0,1.0,1.0,1.0,0.8771170612840657,0.11591821110772578,0.0,0.8931900827000248,0.752792549533667,0.7792677900746823,0.0,0.08510981980794817,0.06823066700996702,0.8547943838612304,0.48283448833443265,0.0,0.0,0.0,0.5111718405935068,0.009455217475146027,0.001518304695125574,0.010514169231896856,0.0007128181160015698,0.0,0.0,0.06595761534133976,0.025639576326804896,0.006307107764695971,0.292253636415726,0.01786905580592932,0.03492701118438856,0.004348310771581363,0.0027007257486130975,6.359484303636469e-05,0.006136655660914399,0.0013651818341657203,0.014238665825800573,0.4918573318308755,0.018645611904038868,0.00013202527764866442,3.141600502656081e-06,0.11963715356994069,0.005290822777204976,0.2355819901091531,0.28347251378347826,0.1936257544422403,0.004042834091242482,0.0028020960311555083,0.0017972015005206178,0.26640287071697016,0.015580368549371145,0.041897139826398914,0.006040219997460418,0.11703972145242662,0.5614509732137409,0.25409518483753074,0.002366589524178951,0.0005471045197740112
3544,30305,2013,37,1,0,1,1,0.3817336507162127,0.3761707604011622,0.8990212474417533,1.0,0.0,0.6842105263157895,1.0,1.0,1.0,1.0,0.8819053971233994,0.07320401695946988,0.0,0.7600216102615363,0.7062206493824065,0.0,0.0,0.1741533912864799,0.019855856624973387,0.8405245049743907,0.5267388256474432,0.0,0.0,0.0,0.5010734727075904,0.010486195265383315,0.004210904447031992,0.03320394601559268,0.04628773841970354,0.0,0.0,0.0019495526284639304,0.0001824790471435345,0.00022355994965945239,0.2869119606767785,0.0003649751590828803,0.001585866477150829,0.00011998360034373552,0.0001184181208866959,5.161919077627004e-08,5.6926304832230045e-05,9.880446352624752e-05,0.004852498073015206,0.4864942579981382,0.002431089871657583,0.0,0.0,0.0010275259388576982,0.00015372010839142597,0.2275141176730714,0.26697227156335784,0.17067428143333474,0.00046764810662419583,0.000380301423211487,0.0017972015005206178,0.2500046016562977,0.00021947002820116675,0.013754661333527882,0.004181246436494282,0.09574724650039082,0.5541925315760571,0.2614033073036289,0.0012994091880631558,0.00021052259887005648
3545,30305,2014,37,1,0,1,0,0.3654774229085754,0.4203707349578228,0.8984567968593923,1.0,0.0,0.7368421052631579,1.0,1.0,1.0,1.0,0.853118247536953,0.06373477672047585,0.0,0.7730375477042978,0.7110741185470658,0.0,0.0,0.1525834451150286,0.02602714196747697,0.8446471942484478,0.5948987517697636,0.0,0.0,0.0,0.4996392355514898,0.01331850937204723,0.003944245173013563,0.026176961685739675,0.016557319843160424,0.0,0.0,0.0019376289213988464,0.00018520472408801298,0.00021870376015338538,0.2869464953710904,0.0003411503294569506,0.0015852125115932412,0.00011989602107341162,0.00011989602107341162,5.368395840732084e-08,5.6926304832230045e-05,8.613719415127425e-05,0.004824469203279377,0.48654581843123806,0.00247045567152013,0.0,0.0,0.0011017418215724007,0.00014390907828015656,0.2275916819598912,0.26705831737756347,0.17069458278816527,0.00047680169324587694,0.00039208764069846596,0.0017972015005206178,0.2500293976047502,0.00021744269623212356,0.013765074001353742,0.0041507714600850015,0.09575641298941234,0.5542909634510952,0.26134003049003746,0.0012860696150074587,0.0001785310734463277
3575,30554,2013,28,0,1,1,1,0.313826660283018,0.7067029006673188,0.9070626013592731,1.0,0.0,0.6842105263157895,1.0,1.0,1.0,1.0,0.9135224242382209,0.17423508884418287,0.0,0.8744417435549086,0.8050745879446229,0.8474608456958558,0.6358159806963661,0.2910798122065728,0.14237336183295216,0.8273609184689967,0.46646062408532313,0.0,0.0,0.0,0.5110360577195757,0.009187075105773965,0.001737098132106185,0.010971240697189494,0.008875934764736786,0.0,0.0,0.14372105041953384,0.016266136604145668,0.01506559658873165,0.3191471510309658,0.06792362490738443,0.06505880790615104,0.011100968093590975,0.010148094685058211,0.0035534650930384294,0.01642730510872924,0.003190057451327938,0.060086889496181066,0.5004066434765567,0.1285342113254591,0.0,0.0002070600331296053,0.13259071160751482,0.010320104053893258,0.2631761263552008,0.3031096449745092,0.23184062803359642,0.06796244682411617,0.05142321148701062,0.003487426721248342,0.2708520714917502,0.014439665979745784,0.08168955041014717,0.03077375068780329,0.10907411355077098,0.5618524620172066,0.33323347513197926,0.0046113476625032086,0.0004588276836158192
